museum,title,raw_text,year,period,url
Pushkin Museum,Загадки Пиковой Дамы. Фамильная галерея князей Голицыных в миниатюре,Загадки Пиковой Дамы. Фамильная галерея князей Голицыных в миниатюре 22 октября 2024 – 09 марта 2025,2025,post_2022,https://pushkinmuseum.art/events/archive/2024/exhibitions/queen/index.php?lang=ru
Pushkin Museum,Франс Снейдерс и фламандский натюрморт XVII века. Картины и рисунки из музеев и частных собраний России,Франс Снейдерс и фламандский натюрморт XVII века. Картины и рисунки из музеев и частных собраний России 08 октября 2024 – 26 января 2025,2025,post_2022,https://pushkinmuseum.art/events/archive/2024/exhibitions/snyders/index.php?lang=ru
Pushkin Museum,Подруги. К юбилею Варвары Степановой,Подруги. К юбилею Варвары Степановой 23 июля – 20 октября 2024,2024,post_2022,https://pushkinmuseum.art/events/archive/2024/exhibitions/stepanova/index.php?lang=ru
Pushkin Museum,Три времени Рима. Античность. Возрождение. Барокко,Три времени Рима. Античность. Возрождение. Барокко 18 июня – 15 сентября 2024,2024,post_2022,https://pushkinmuseum.art/events/archive/2024/exhibitions/rome/index.php?lang=ru
Pushkin Museum,VITA NOVA. Двадцать лет восстановления античных терракот в ГМИИ им. А.С. Пушкина (2004–2024),VITA NOVA. Двадцать лет восстановления античных терракот в ГМИИ им. А.С. Пушкина (2004–2024) 04 июня – 20 октября 2024,2024,post_2022,https://pushkinmuseum.art/events/archive/2024/exhibitions/vitanova/index.php?lang=ru
Pushkin Museum,Живой портрет... Волос в волос. Механическое рисование,Живой портрет... Волос в волос. Механическое рисование 28 мая – 25 августа 2024,2024,post_2022,https://pushkinmuseum.art/events/archive/2024/exhibitions/physionotrace/index.php?lang=ru
Pushkin Museum,Границы сновидений,Границы сновидений 03 апреля – 02 июня 2024,2024,post_2022,https://pushkinmuseum.art/events/archive/2024/exhibitions/dreamlimits/index.php?lang=ru
Pushkin Museum,От цвета к свету. К 100-летию со дня рождения Владимира Вейсберга,От цвета к свету. К 100-летию со дня рождения Владимира Вейсберга 26 марта – 30 июня 2024,2024,post_2022,https://pushkinmuseum.art/events/archive/2024/exhibitions/weisberg/index.php?lang=ru
Pushkin Museum,Анна и Теофил. Памяти родителей Святослава Рихтера,Анна и Теофил. Памяти родителей Святослава Рихтера 20 марта – 23 июня 2024,2024,post_2022,https://pushkinmuseum.art/events/archive/2024/exhibitions/family/index.php?lang=ru
Pushkin Museum,"Цветы, плоды, музыкальные инструменты в итальянской живописи эпохи барокко","Цветы, плоды, музыкальные инструменты в итальянской живописи эпохи барокко 05 марта – 26 мая 2024",2024,post_2022,https://pushkinmuseum.art/events/archive/2024/exhibitions/baroque/index.php?lang=ru
Pushkin Museum,Николай Тырса смотрит на Матисса,Николай Тырса смотрит на Матисса 27 февраля – 02 июня 2024,2024,post_2022,https://pushkinmuseum.art/events/archive/2024/exhibitions/tyrsa/index.php?lang=ru
Pushkin Museum,«Руанские соборы». Исследование картин Клода Моне из собрания ГМИИ им. А.С. Пушкина,«Руанские соборы». Исследование картин Клода Моне из собрания ГМИИ им. А.С. Пушкина 30 января – 10 марта 2024,2024,post_2022,https://pushkinmuseum.art/events/archive/2024/exhibitions/rouen/index.php?lang=ru
Pushkin Museum,Кабинет редкостей. Сакральное пространство художника. Мастерская Дмитрия Краснопевцева,Кабинет редкостей. Сакральное пространство художника. Мастерская Дмитрия Краснопевцева 26 декабря 2023 – 25 февраля 2024,2024,post_2022,https://pushkinmuseum.art/events/archive/2023/exhibitions/curiosities_4/index.php?lang=ru
Pushkin Museum,Ложное пробуждение,Ложное пробуждение 20 декабря 2023 – 25 февраля 2024,2024,post_2022,https://pushkinmuseum.art/events/archive/2023/exhibitions/falseawakening/index.php?lang=ru
Pushkin Museum,Названо Вазари. Маньеризм. Работы старых мастеров из собрания Пушкинского музея и современное искусство,Названо Вазари. Маньеризм. Работы старых мастеров из собрания Пушкинского музея и современное искусство 24 ноября 2023 – 24 марта 2024,2024,post_2022,https://pushkinmuseum.art/events/archive/2023/exhibitions/vasari/index.php?lang=ru
Pushkin Museum,Кабинет редкостей. Медичи навсегда. Памятники флорентийской сфрагистики и нумизматики XVI–XVIII веков,Кабинет редкостей. Медичи навсегда. Памятники флорентийской сфрагистики и нумизматики XVI–XVIII веков 21 ноября – 24 декабря 2023,2023,post_2022,https://pushkinmuseum.art/events/archive/2023/exhibitions/medici/index.php?lang=ru
Pushkin Museum,Выставка «Читаю-рисую» изостудии под руководством Натальи Леонидовны Золотовой,Выставка «Читаю-рисую» изостудии под руководством Натальи Леонидовны Золотовой 18 ноября – 08 декабря 2023,2023,post_2022,https://pushkinmuseum.art/events/archive/2023/museyon/readanddraw.php?lang=ru
Pushkin Museum,Образы Испании. Русское искусство XIX–XXI веков,Образы Испании. Русское искусство XIX–XXI веков 14 ноября 2023 – 04 февраля 2024,2024,post_2022,https://pushkinmuseum.art/events/archive/2023/exhibitions/spanish/index.php?lang=ru
Pushkin Museum,Испанская коллекция. Из собраний российских музеев,Испанская коллекция. Из собраний российских музеев 08 ноября 2023 – 04 февраля 2024,2024,post_2022,https://pushkinmuseum.art/events/archive/2023/exhibitions/spain/index.php?lang=ru
Pushkin Museum,Царство Урарту. Наследие древней Армении. Урашту – Харминуя – Армина,Царство Урарту. Наследие древней Армении. Урашту – Харминуя – Армина 31 октября 2023 – 28 января 2024,2024,post_2022,https://pushkinmuseum.art/events/archive/2023/exhibitions/urartu/index.php?lang=ru
Pushkin Museum,Музейная история. Март 1948,Музейная история. Март 1948 17 октября – 19 ноября 2023,2023,post_2022,https://pushkinmuseum.art/events/archive/2023/exhibitions/march/index.php?lang=ru
Pushkin Museum,Кабинет редкостей. Свидетели великих перемен. Монеты и медали Италии XV-XVI веков,Кабинет редкостей. Свидетели великих перемен. Монеты и медали Италии XV-XVI веков 29 августа – 15 октября 2023,2023,post_2022,https://pushkinmuseum.art/events/archive/2023/exhibitions/curiosities/index.php?lang=ru
Pushkin Museum,Хрупкий мир коллекционеров Лемкуль,Хрупкий мир коллекционеров Лемкуль 14 МАР - 27 АВГ 2023,2023,post_2022,https://pushkinmuseum.art/events/archive/2023/exhibitions/glass/index.php?lang=ru
Pushkin Museum,«Салоны» Дидро. Выставки современного искусства в Париже XVIII века,«Салоны» Дидро. Выставки современного искусства в Париже XVIII века 06 июня – 01 октября 2023,2023,post_2022,https://pushkinmuseum.art/events/archive/2023/exhibitions/diderot/index.php?lang=ru
Pushkin Museum,Опыты диалога,Опыты диалога 07 апреля – 20 июня 2023,2023,post_2022,https://pushkinmuseum.art/events/archive/2023/exhibitions/dialog/index.php?lang=ru
Pushkin Museum,Нина Дорлиак. Песнь Сольвейг,Нина Дорлиак. Песнь Сольвейг 22 марта – 20 июня 2023,2023,post_2022,https://pushkinmuseum.art/events/archive/2023/exhibitions/dorliak/index.php?lang=ru
Pushkin Museum,Мои полторы комнаты,Мои полторы комнаты 21 марта – 02 апреля 2023,2023,post_2022,https://pushkinmuseum.art/events/archive/2023/exhibitions/cabinet/index.php?lang=ru
Pushkin Museum,Презентация проекта «Шлиман. Троя рядом»,Презентация проекта «Шлиман. Троя рядом» 31 января 2023,2023,post_2022,https://pushkinmuseum.art/youth/troyaryadom_.php?lang=ru
Pushkin Museum,После импрессионизма. Русская живопись в диалоге с новым западным искусством,После импрессионизма. Русская живопись в диалоге с новым западным искусством 18 АПР - 24 СЕН 2023,2023,post_2022,https://pushkinmuseum.art/events/archive/2023/exhibitions/after_impressionism/index.php?lang=ru
Pushkin Museum,Золото сарматских вождей,Золото сарматских вождей 25 АПР - 8 ОКТ 2023,2023,post_2022,https://pushkinmuseum.art/events/archive/2023/exhibitions/sarmatians/index.php?lang=ru
Pushkin Museum,Названо Вазари. Возрождение. Искусство эпохи Ренессанса и его последователи разных времен,Названо Вазари. Возрождение. Искусство эпохи Ренессанса и его последователи разных времен 21 декабря 2022 – 09 апреля 2023,2023,post_2022,https://pushkinmuseum.art/events/archive/2022/others/vasari/index.php?lang=ru
