Unnamed: 0,title,date,url
231,Школа «Инженеры искусств»,2 декабря 2019,https://rusmuseum.ru/exhibitions/archive/school-engineers-of-arts/
232,Александр Тышлер. Театр в станковых картинах,28 ноября 2019,https://rusmuseum.ru/exhibitions/archive/theatre-alexander-tischler/
233,Татьяна Ахметгалиева. День полный надежды,25 ноября 2019,https://rusmuseum.ru/exhibitions/archive/tatiana-akhmetgalieva-day-full-of-hope/
234,Николай Рыбаков. Енисейские маршруты,21 ноября 2019,https://rusmuseum.ru/exhibitions/archive/nikolai-rybakov-yenisei-routes/
235,Механический балет. Видеоискусство в Музее Людвига в Русском музее,18 ноября 2019,https://rusmuseum.ru/exhibitions/archive/mechanical-ballet-video-art-in-the-ludwig-museum-in-the-russian-museum/
236,Валаам: 200 лет в русской живописи,15 ноября 2019,https://rusmuseum.ru/exhibitions/archive/balaam-200-years-of-russian-painting/
237,Дмитрий Каминкер,14 ноября 2019,https://rusmuseum.ru/exhibitions/archive/dmitry-kaminker/
238,н/д,н/д,https://rusmuseum.ru/exhibitions/archive/m-v-nesterov-holy-russia-restoration/
239,И. Е. Репин. К 175-летию со дня рождения,3 октября 2019,https://rusmuseum.ru/exhibitions/archive/i-e-repin-to-the-175th-anniversary-from-the-birthday/
240,Краски теплого Севера,1 октября 2019,https://rusmuseum.ru/exhibitions/archive/paint-warm-north/
241,Барри Костон. Россия: Далеко не черно-белая,26 сентября 2019,https://rusmuseum.ru/exhibitions/archive/barry-causton-russia-not-black-and-white/
242,Школа в произведениях русских художников XIX века,4 сентября 2019,https://rusmuseum.ru/exhibitions/archive/school-in-the-works-of-russian-artists-of-the-xix-century/
243,"Выставка ""Ар брют. Сближения.""",3 сентября 2019,https://rusmuseum.ru/exhibitions/archive/the-exhibition-art-brut-convergence-/
244,Борис Лурье. Американский нонконформист,29 августа 2019,https://rusmuseum.ru/exhibitions/archive/boris-lurie/
245,Пластическая масса,22 августа 2019,https://rusmuseum.ru/exhibitions/archive/plastic/
246,Константин Сомов (1869–1939). К 150-летию со дня рождения,8 августа 2019,https://rusmuseum.ru/exhibitions/archive/konstantin-somov-1869-1939-the-150th-anniversary-of-the-birth-/
247,Союз молодежи,4 июля 2019,https://rusmuseum.ru/exhibitions/archive/union-youth/
248,Саша Окунь. Где ты?,27 июня 2019,https://rusmuseum.ru/exhibitions/archive/sasha-okun-where-are-you-/
249,Сайарсизм & cайарсисты,26 июня 2019,https://rusmuseum.ru/exhibitions/archive/sciarcism/
250,Анна Ахматова. К 130-летию со дня рождения,19 июня 2019,https://rusmuseum.ru/exhibitions/archive/anna-akhmatova-to-the-130th-anniversary-since-the-birth-of/
251,Ангелы ХХ-XXI веков,13 июня 2019,https://rusmuseum.ru/exhibitions/archive/angels-in-art-of-the-xx-xxi-century/
252,Косторез Яков Серяков. К 200-летию со дня рождения,6 июня 2019,https://rusmuseum.ru/exhibitions/archive/the-carver-jacob-seryakov-the-200th-anniversary-of-the-birth-/
253,Восточные подсолнечники,6 июня 2019,https://rusmuseum.ru/exhibitions/archive/eastern-sunflowers/
254,Краски добра,6 июня 2019,https://rusmuseum.ru/exhibitions/archive/paint-good/
255,Санкт-Петербургская губерния в фотографиях 1860‒1910-х годов из собрания Русского музея. Из цикла «Путешествия по Российской империи»,30 мая 2019,https://rusmuseum.ru/exhibitions/archive/saint-petersburg-province-in-photographs-1860-1910-ies-from-the-collection-of-the-russian-museum-fro/
256,В нерабочее время,17 мая 2019,https://rusmuseum.ru/exhibitions/archive/after-hours/
257,Олег Вуколов,25 апреля 2019,https://rusmuseum.ru/exhibitions/archive/oleg-vukolov/
258,Петр Фомин. Никита Фомин. На Псковской земле,18 апреля 2019,https://rusmuseum.ru/exhibitions/archive/peter-fomin-nikita-fomin-in-the-pskov-lands/
259,Космос глазами детей,15 апреля 2019,https://rusmuseum.ru/exhibitions/archive/space-through-the-eyes-of-children/
260,Три петербургские коллекции,11 апреля 2019,https://rusmuseum.ru/exhibitions/archive/three-of-the-st-petersburg-collection/
261,Генералиссимус победы,8 апреля 2019,https://rusmuseum.ru/exhibitions/archive/generalissimo-of-victory/
262,Федор Конюхов,28 марта 2019,https://rusmuseum.ru/exhibitions/archive/fedor-konyukhov/
263,Крым в произведениях А.И.Куинджи,22 марта 2019,https://rusmuseum.ru/exhibitions/archive/crimea-in-the-works-of-a-i-kuindzhi/
264,Цветные истории,12 марта 2019,https://rusmuseum.ru/exhibitions/archive/colored-history/
265,"Интерактивная мастерская ""Герои николаевского времени""",22 февраля 2019,https://rusmuseum.ru/exhibitions/archive/interactive-workshop-heroes-of-the-nikolaev-time/
266,Осень русского Средневековья,21 февраля 2019,https://rusmuseum.ru/exhibitions/archive/the-fall-of-the-russian-middle-ages/
267,А. А. Мыльников (1919-2012). 100 лет со дня рождения,21 февраля 2019,https://rusmuseum.ru/exhibitions/archive/a-a-mylnikov-1919-2012-100-years-since-the-birth-of/
268,У истоков российской археологии. К 160-летию Императорской Археологической комиссии,20 февраля 2019,https://rusmuseum.ru/exhibitions/archive/at-the-origins-of-russian-archaeology-to-the-160th-anniversary-of-the-imperial-archaeological-commis/
269,PRO орнамент,15 февраля 2019,https://rusmuseum.ru/exhibitions/archive/pro-ornament/
270,Николай I,13 февраля 2019,https://rusmuseum.ru/exhibitions/archive/nicholas-i/
271,Ксилография из собрания Русского музея,7 февраля 2019,https://rusmuseum.ru/exhibitions/archive/woodcut-from-the-collection-of-the-russian-museum/
272,V Фотобиеннале современной фотографии,31 января 2019,https://rusmuseum.ru/exhibitions/archive/v-biennale-of-contemporary-photography/
273,Красота машин. Как создаётся энергия,26 января 2019,https://rusmuseum.ru/exhibitions/archive/the-beauty-of-the-machines-how-to-create-energy/
274,Соломон Юдовин. Блокадная графика из собраний Русского музея и Евгения Герасимова,24 января 2019,https://rusmuseum.ru/exhibitions/archive/solomon-yudovin-siege-graphics-from-the-collection-of-the-russian-museum-yevgeny-gerasimov/
275,Андрей Дубов,23 января 2019,https://rusmuseum.ru/exhibitions/archive/andrey-dubov/
276,"Дом, в котором мы живем",1 января 2019,https://rusmuseum.ru/exhibitions/archive/the-house-in-which-we-live/
277,Платки и шали в России XVIII–XXI веков,20 декабря 2018,https://rusmuseum.ru/exhibitions/archive/scarves-and-shawls-in-russia-xviii-xxi-centuries/
278,Детский зал Музея Людвига,13 декабря 2018,https://rusmuseum.ru/exhibitions/archive/the-children-s-room-of-the-museum-ludwig/
279,Даши Намдаков,12 декабря 2018,https://rusmuseum.ru/exhibitions/archive/dashi-namdakov/
280,Русские будни в скульптуре XIX–XX столетий,22 ноября 2018,https://rusmuseum.ru/exhibitions/archive/everyday-life-in-russian-sculpture-xix-xx-centuries/
281,Лазарь Хидекель,21 ноября 2018,https://rusmuseum.ru/exhibitions/archive/lazar-khidekel/
282,Антарктида в Восточном павильоне,20 ноября 2018,https://rusmuseum.ru/exhibitions/archive/antarctica-in-the-east-pavilion-/
283,"Неожиданный Малевич. Из архива А.А. Лепорской, подаренного Русскому музею",15 ноября 2018,https://rusmuseum.ru/exhibitions/archive/unexpected-malevich/
284,Крымские виды Жака Кристофа Мивилля,18 октября 2018,https://rusmuseum.ru/exhibitions/archive/crimean-species-jacques-christophe-miville/
285,"Моя Россия, моя Смоленщина",18 октября 2018,https://rusmuseum.ru/exhibitions/archive/my-russia-my-smolenshchina/
286,Карл Маркс навсегда?,17 октября 2018,https://rusmuseum.ru/exhibitions/archive/karl-marx-forever/
287,Кузьме Петрову-Водкину посвящается,1 октября 2018,https://rusmuseum.ru/exhibitions/archive/kuzma-petrov-vodkin-dedicated/
288,Санкт-Петербург в фотографиях 1850–1910-х гг. из собрания Русского музея. Из цикла «Путешествия по Российской империи»,27 сентября 2018,https://rusmuseum.ru/exhibitions/archive/saint-petersburg-in-photographs-1850-1910-ies-from-the-collection-of-the-russian-museum-from-the-ser/
289,Тимур Петрович Новиков (1958–2002). К 60-летию со дня рождения художника,24 сентября 2018,https://rusmuseum.ru/exhibitions/archive/timur-petrovich-novikov-1958-2002-to-the-60-anniversary-from-the-birthday-of-the-artist-/
290,Андрей Валерьевич Крисанов (1966–2018),24 сентября 2018,https://rusmuseum.ru/exhibitions/archive/andrey-krisanov-1966-2018/
291,Экспрессионизм в русском искусстве,20 сентября 2018,https://rusmuseum.ru/exhibitions/archive/expressionism-in-russian-art/
292,Игорь и Екатерина Пестовы,13 сентября 2018,https://rusmuseum.ru/exhibitions/archive/igor-and-ekaterina-pestova/
293,Рут Баумгарте,5 сентября 2018,https://rusmuseum.ru/exhibitions/archive/the-ruth-baumgart/
294,Конашевич. Известный и неизвестный,30 августа 2018,https://rusmuseum.ru/exhibitions/archive/vladimir-mikhailovich-konashevich-to-the-130th-anniversary-since-the-birth-of/
295,Николай Кульбин,23 августа 2018,https://rusmuseum.ru/exhibitions/archive/kulbin/
296,Исаакиевский собор. К истории создания,22 августа 2018,https://rusmuseum.ru/exhibitions/archive/st-isaac-s-cathedral-the-history-of-creation-/
297,"Произведения современных китайских художников, участников Шанхайской Художественной ярмарки",22 августа 2018,https://rusmuseum.ru/exhibitions/archive/works-by-contemporary-chinese-artists-the-shanghai-art-fair/
298,Шедевр кисти Карла Брюллова. Новое определение персонажа,9 августа 2018,https://rusmuseum.ru/exhibitions/archive/masterpiece-brush-karl-briullov-a-new-definition-of-the-character/
299,Андрей Волков. Сохранение времени,19 июля 2018,https://rusmuseum.ru/exhibitions/archive/andrei-volkov-saving-time/
300,Москва в фотографиях 1860-х — 1900-х годов. Из цикла «Путешествия по Российской Империи»,4 июля 2018,https://rusmuseum.ru/exhibitions/archive/moscow-in-photographs-1860-1900-ies-from-the-series-travels-in-the-russian-empire/
301,Португальский видеоарт в Мраморном дворце. Создавая реальность,2 июля 2018,https://rusmuseum.ru/exhibitions/archive/casting-reality-portuguese-video-art-at-the-marble-palace/
302,Александр Семенцов. Болевой синдром,28 июня 2018,https://rusmuseum.ru/exhibitions/archive/alexander-sementsov-pain-syndrome/
303,Василий Клюкин. In Dante Veritas,27 июня 2018,https://rusmuseum.ru/exhibitions/archive/vasily-klyukin-in-dante-veritas/
304,Кузьма Сергеевич Петров-Водкин. К 140-летию со дня рождения,24 мая 2018,https://rusmuseum.ru/exhibitions/archive/kuzma-sergeevich-petrov-vodkin-to-the-140th-anniversary-of-the-birth/
305,Русские иконы XV века из коллекции Intesa Sanpaolo,23 мая 2018,https://rusmuseum.ru/exhibitions/archive/three-russian-icons-from-the-collection-of-intesa-sanpaolo/
306,Фотокарточки,16 мая 2018,https://rusmuseum.ru/exhibitions/archive/photokartochki/
307,"Видеоискусство в Мраморном дворце (звук, танец, перформанс)",16 мая 2018,https://rusmuseum.ru/exhibitions/archive/video-art-in-the-marble-palace-sound-dance-performance-9/
308,Эрнст Барлах – Кете Кольвиц: Преодолевая существование. В диалоге с русскими современниками,26 апреля 2018,https://rusmuseum.ru/exhibitions/archive/ernst-barlach-k-the-kollwitz-overcoming-existence-in-the-dialogue-with-the-russian-contemporaries/
309,"Спорт в советском фарфоре, графике, скульптуре",25 апреля 2018,https://rusmuseum.ru/exhibitions/archive/sport-in-the-soviet-porcelain-drawing-sculpture/
310,Владимир Любаров. Страна Перемилово. Живопись масляными красками отечественного производства,18 апреля 2018,https://rusmuseum.ru/exhibitions/archive/country-peremilovo-oil-painting-of-a-domestic-production/
311,н/д,н/д,https://rusmuseum.ru/exhibitions/archive/video-art-in-the-marble-palace-sound-dance-performance-8/
312,Книга скульптора,12 апреля 2018,https://rusmuseum.ru/exhibitions/archive/the-book-sculptor/
313,"Видеоискусство в Мраморном дворце (звук, танец, перформанс)",14 марта 2018,https://rusmuseum.ru/exhibitions/archive/video-art-in-the-marble-palace-sound-dance-performance-7/
314,Шон Скалли. Лицом на Восток,3 марта 2018,https://rusmuseum.ru/exhibitions/archive/sean-scully-facing-east/
315,н/д,н/д,https://rusmuseum.ru/exhibitions/archive/still-life-in-photography/
316,В поисках современного стиля. Ленинградский опыт. Вторая половина 1950-х — середина 1960-х,28 февраля 2018,https://rusmuseum.ru/exhibitions/archive/in-search-of-modern-style-the-leningrad-experience-the-second-half-of-the-1950s-to-mid-1960s/
317,Алексей и Андреас Явленские. Приключения цвета,22 февраля 2018,https://rusmuseum.ru/exhibitions/archive/alex-and-andreas-jawlensky-adventure-color-rm/
318,Екатерина Великая в стране и мире,15 февраля 2018,https://rusmuseum.ru/exhibitions/archive/catherine-the-great-in-the-country-and-the-world/
319,"Видеоискусство в Мраморном дворце (звук, танец, перформанс)",14 февраля 2018,https://rusmuseum.ru/exhibitions/archive/video-art-in-the-marble-palace-sound-dance-performance-6/
320,"Видеоискусство в Мраморном дворце (звук, танец, перформанс)",17 января 2018,https://rusmuseum.ru/exhibitions/archive/video-art-in-the-marble-palace-sound-dance-performance-5/
321,Народное искусство Нижегородского края,21 декабря 2017,https://rusmuseum.ru/exhibitions/archive/folk-art-of-nizhny-novgorod/
322,Генрих Семирадский и колония русских художников в Риме,20 декабря 2017,https://rusmuseum.ru/exhibitions/archive/henri-semiradzki-and-the-colony-of-russian-artists-in-rome-to-the-175th-anniversary-of-henry-semirad/
323,"Видеоискусство в Мраморном дворце (звук, танец, перформанс)",13 декабря 2017,https://rusmuseum.ru/exhibitions/archive/video-art-in-the-marble-palace-sound-dance-performance-4/
324,Артемий Обер. 1843–1917. К 100-летию со дня смерти,7 декабря 2017,https://rusmuseum.ru/exhibitions/archive/artemy-ober-1843-1917-to-the-100-anniversary-from-the-date-of-death/
325,Андрей Блиок,6 декабря 2017,https://rusmuseum.ru/exhibitions/archive/andrei-bliok/
326,Эдвард Беккерман. Рай,30 ноября 2017,https://rusmuseum.ru/exhibitions/archive/edward-bekkerman/
327,Сьюзан Сворц. Личный путь,29 ноября 2017,https://rusmuseum.ru/exhibitions/archive/susan-swartz/
328,Москва времен Екатерины II и Павла I в картинах Жерара Делабарта,23 ноября 2017,https://rusmuseum.ru/exhibitions/archive/moscow-times-of-catherine-ii-and-paul-i-to-the-paintings-of-gerard-delberta/
329,"Видеоискусство в Мраморном дворце (звук, танец, перформанс)",15 ноября 2017,https://rusmuseum.ru/exhibitions/archive/video-art-in-the-marble-palace-sound-dance-performance-3/
330,Был красный день календаря,8 ноября 2017,https://rusmuseum.ru/exhibitions/archive/was-a-red-letter-day/
331,"Видеоискусство в Мраморном дворце (звук, танец, перформанс)",18 октября 2017,https://rusmuseum.ru/exhibitions/archive/video-art-in-the-marble-palace-sound-dance-performance-2/
332,Андрей Тарковский. Художник пространства,20 сентября 2017,https://rusmuseum.ru/exhibitions/archive/andrey-tarkovsky-artist-space/
333,"«Плывет, плывет кораблик…»",16 сентября 2017,https://rusmuseum.ru/exhibitions/archive/sailing-sailing-boat-/
334,"Видеоискусство в Мраморном дворце (звук, танец, перформанс)",14 сентября 2017,https://rusmuseum.ru/exhibitions/archive/video-art-in-the-marble-palace-sound-dance-performance/
335,Мечты о мировом расцвете,14 сентября 2017,https://rusmuseum.ru/exhibitions/archive/the-dream-of-world-prosperity/
336,Плакат эпохи революции,13 сентября 2017,https://rusmuseum.ru/exhibitions/archive/poster-of-the-era-of-the-revolution/
337,Дети страны советов,7 сентября 2017,https://rusmuseum.ru/exhibitions/archive/children-of-the-soviet-country/
338,Искусство в жизнь. 1918–1925,17 августа 2017,https://rusmuseum.ru/exhibitions/archive/art-into-life-the-history-of-the-decorative-institute-in-petrograd/
339,н/д,н/д,https://rusmuseum.ru/exhibitions/archive/arkady-rylov-1870-1939/
340,Художники «Общества русских скульпторов»,10 августа 2017,https://rusmuseum.ru/exhibitions/archive/artists-the-society-of-russian-sculptors/
341,Сергей Дождь. Сайарсизм,27 июля 2017,https://rusmuseum.ru/exhibitions/archive/sergey-dozhd-solarism/
342,Михаил Шварцман. К 90-летию со дня рождения,26 июля 2017,https://rusmuseum.ru/exhibitions/archive/mikhail-shvartsman-to-the-90-anniversary-since-the-birth-of/
343,Георгий Шишкин,28 июня 2017,https://rusmuseum.ru/exhibitions/archive/georgy-shishkin/
344,Леонид Кривицкий,31 мая 2017,https://rusmuseum.ru/exhibitions/archive/leonid-krivitsky/
345,н/д,н/д,https://rusmuseum.ru/exhibitions/archive/hunt-slonem/
346,Анна Азбель. Запечатленное детство,24 мая 2017,https://rusmuseum.ru/exhibitions/archive/anna-azbel-captured-childhood/
347,Искусство Великого Новгорода эпохи святителя Макария,27 апреля 2017,https://rusmuseum.ru/exhibitions/archive/the-art-of-great-novgorod-in-the-era-of-saint-macarius/
348,н/д,н/д,https://rusmuseum.ru/exhibitions/archive/vasily-vasilyevich-vereshchagin-to-the-175th-anniversary-from-the-birthday/
349,Школа искусств,18 апреля 2017,https://rusmuseum.ru/exhibitions/archive/school-of-the-arts/
350,Структуры,6 апреля 2017,https://rusmuseum.ru/exhibitions/archive/structure/
351,Георгий Верейский,30 марта 2017,https://rusmuseum.ru/exhibitions/archive/george-verey/
352,Выставка «Искусство эмали. Уроки мастерства»,14 марта 2017,https://rusmuseum.ru/exhibitions/archive/the-art-of-enamel-skill-lessons/
353,"Мультимедийная выставка ""Византия в третьем измерении: Ватикан, Италия и Россия"" в Центре мультимедиа",4 марта 2017,https://rusmuseum.ru/exhibitions/archive/multimediasystem-byzantium-in-the-third-dimension-the-vatican-italy-and-russia-in-the-center-of-medi/
354,"Виктор Борисов-Мусатов и мастера общества ""Голубая роза""",2 марта 2017,https://rusmuseum.ru/exhibitions/archive/victor-borisov-musatov-and-the-masters-of-the-society-blue-rose/
355,Марчелло Ло Джудиче,2 марта 2017,https://rusmuseum.ru/exhibitions/archive/marcello-lo-guidice-/
356,Копейка рубль бережет,1 марта 2017,https://rusmuseum.ru/exhibitions/archive/every-penny-counts/
357,Восточный павильон. Международная выставка детского творчества «Моя мечта о мире»,14 февраля 2017,https://rusmuseum.ru/exhibitions/archive/international-exhibition-of-children-s-creativity-my-dream-of-peace1/
358,Выставка «Портреты животных»,17 января 2017,https://rusmuseum.ru/exhibitions/archive/theexhibition-portraits-of-animals/
359,Немецкий видеоарт в Русском музее,28 декабря 2016,https://rusmuseum.ru/exhibitions/archive/german-video-art-in-the-russian-museum8/
360,Иван Константинович Айвазовский. К 200-летию со дня рождения,22 декабря 2016,https://rusmuseum.ru/exhibitions/archive/ivan-konstantinovich-aivazovsky-the-200th-anniversary-of-the-birth/
361,Четвертая музейная фотобиеннале современной фотографии,8 декабря 2016,https://rusmuseum.ru/exhibitions/archive/the-fourth-museum-photobiennale-of-contemporary-photography/
362,Георг Христоф Гроот и Елизаветинское время,2 декабря 2016,https://rusmuseum.ru/exhibitions/archive/georg-christoph-groot-and-the-elizabethan-era/
363,Немецкий видеоарт в Русском музее,30 ноября 2016,https://rusmuseum.ru/exhibitions/archive/german-video-art-in-the-russian-museum7/
364,Мир нивхов,30 ноября 2016,https://rusmuseum.ru/exhibitions/archive/the-world-of-nivkh/
365,Паоло Трубецкой. К 150-летию со дня рождения,24 ноября 2016,https://rusmuseum.ru/exhibitions/archive/paolo-troubetzkoy-the-150th-anniversary-of-the-birth/
366,н/д,н/д,https://rusmuseum.ru/exhibitions/archive/german-video-art-in-the-russian-museum6/
367,Немецкий видеоарт в Русском музее,29 сентября 2016,https://rusmuseum.ru/exhibitions/archive/german-video-art-in-the-russian-museum5/
368,Василий Кандинский и Россия,22 сентября 2016,https://rusmuseum.ru/exhibitions/archive/wassily-kandinsky-and-russia-benois/
369,Отражение. Акварели и рисунки Андрея Есионова,14 сентября 2016,https://rusmuseum.ru/exhibitions/archive/reflection-watercolors-and-drawings-andrew-esionova/
370,Квартира №5. К истории петроградского авангарда. 1915-1925,8 сентября 2016,https://rusmuseum.ru/exhibitions/archive/apartment-no-5/
371,Немецкий видеоарт в Русском музее,31 августа 2016,https://rusmuseum.ru/exhibitions/archive/german-video-art-in-the-russian-museum4/
372,Остроумова-Лебедева – художник и коллекционер,25 августа 2016,https://rusmuseum.ru/exhibitions/archive/ostroumova-lebedeva-is-an-artist-and-collector/
373,Сильвестр Щедрин и школа Позиллипо,11 августа 2016,https://rusmuseum.ru/exhibitions/archive/sylvester-shchedrin-and-the-school-of-posillipo/
374,Немецкий видеоарт в Русском музее,3 августа 2016,https://rusmuseum.ru/exhibitions/archive/german-video-art-in-the-russian-museum/
375,Немецкий видеоарт в Русском музее,1 июля 2016,https://rusmuseum.ru/exhibitions/archive/german-video-art-in-the-russian-museum2/
376,Моё я. Автопортрет в собрании Русского музея,29 июня 2016,https://rusmuseum.ru/exhibitions/archive/self-portrait-in-russian-art/
377,Николай Шестопалов,23 июня 2016,https://rusmuseum.ru/exhibitions/archive/nikolay-shestopalov/
378,Степан Эрьзя. 1876-1959,15 июня 2016,https://rusmuseum.ru/exhibitions/archive/stepan-erzya-1876-1959/
379,Круг Петрова-Водкина,2 июня 2016,https://rusmuseum.ru/exhibitions/archive/circle-of-petrov-vodkin/
380,Екатерина Ворона,26 мая 2016,https://rusmuseum.ru/exhibitions/archive/ekaterina-vorona/
381,Реза Деракшани,25 мая 2016,https://rusmuseum.ru/exhibitions/archive/reza-derakshani/
382,Немецкий видеоарт в Русском музее,19 мая 2016,https://rusmuseum.ru/exhibitions/archive/german-art-in-the-russian-museum/
383,Роберт Индиана. К 50-летию LOVE,7 апреля 2016,https://rusmuseum.ru/exhibitions/archive/robert-indiana-for-the-50th-anniversary-of-love/
384,Цирк,17 марта 2016,https://rusmuseum.ru/exhibitions/archive/circus/
385,Венецианский карнавал,3 марта 2016,https://rusmuseum.ru/exhibitions/archive/the-carnival-of-venice/
386,III Фотобиеннале историко-архивной фотографии из российских музеев и частных собраний,25 февраля 2016,https://rusmuseum.ru/exhibitions/archive/iii-photobiennale-of-historical-and-archival-photography-from-russian-museums-and-private-collection/
387,Лев Бакст. 1866-1924,24 февраля 2016,https://rusmuseum.ru/exhibitions/archive/leon-bakst-1866-1924/
388,Олег Яхнин,4 февраля 2016,https://rusmuseum.ru/exhibitions/archive/oleg-yakhnin/
389,Крым в фотографиях 1880-1910-х годов из собрания Русского музея. Из цикла «Путешествие по Российской империи»,3 февраля 2016,https://rusmuseum.ru/exhibitions/archive/crimea-in-photos-1880-1910-ies-from-the-collection-of-the-russian-museum-from-the-series-journey-thr/
390,Вячеслав Михайлов,24 декабря 2015,https://rusmuseum.ru/exhibitions/archive/vyacheslav-mikhailov/
391,Монах Ефрем (Владимир Макаров),23 декабря 2015,https://rusmuseum.ru/exhibitions/archive/the-monk-ephrem-vladimir-makarov-/
392,Петр Первый. Время и окружение,17 декабря 2015,https://rusmuseum.ru/exhibitions/archive/peter-first-time-and-the-environment/
393,Клады Древней Руси в собрании Русского музея,16 декабря 2015,https://rusmuseum.ru/exhibitions/archive/treasures-of-ancient-russia-in-the-russian-museum-collection/
394,Собрание Томиловых-Шварц. Из серии «Коллекции и коллекционеры Русского музея»,9 декабря 2015,https://rusmuseum.ru/exhibitions/archive/the-meeting-tomilovich-schwartz-from-the-series-collections-and-collectors-from-the-russian-museum/
395,Борис Воробьев. 1911-1990,26 ноября 2015,https://rusmuseum.ru/exhibitions/archive/boris-vorobyov-1911-1990/
396,Дронов и Корнеев,12 ноября 2015,https://rusmuseum.ru/exhibitions/archive/drones-and-korneev/
397,Россия. Реализм. XXI век,11 ноября 2015,https://rusmuseum.ru/exhibitions/archive/russia-realism-twenty-first-century/
398,Дмитрий Александрович Пригов. В диалоге с авангардом. К 75-летию со дня рождения художника.,23 октября 2015,https://rusmuseum.ru/exhibitions/archive/dmitry-alexandrovich-prigov-in-dialogue-with-the-avant-garde-to-the-75-anniversary-since-the-birth-o/
399,Павел Федотов. 1815-1852,22 октября 2015,https://rusmuseum.ru/exhibitions/archive/pavel-fedotov-1815-1852/
400,Николай Ромадин,15 октября 2015,https://rusmuseum.ru/exhibitions/archive/nicholas-romadin/
401,Георгий (Гага) Ковенчук. 1933-2015,17 сентября 2015,https://rusmuseum.ru/exhibitions/archive/george-gaga-kovenchuk-1933-2015/
402,Андрей Бодров. Художник-график,3 сентября 2015,https://rusmuseum.ru/exhibitions/archive/andrey-bodrov-graphic-artist/
403,Светский лубок. Конец XVIII- начало XX Века. Из собрания Русского музея,20 августа 2015,https://rusmuseum.ru/exhibitions/archive/secular-splint-the-end-of-xviii-beginning-of-xx-century-from-the-collection-of-the-russian-museum/
404,Скульптура в камне XX–XXI века,6 августа 2015,https://rusmuseum.ru/exhibitions/archive/sculpture-in-stone-xx-xxi-century/
405,Новые поступления. 1998-2014,22 июля 2015,https://rusmuseum.ru/exhibitions/archive/new-arrivals-1998-2014/
406,Георг Базелиц. Как это начиналось... Живопись и графика последнего двадцатилетия,16 июля 2015,https://rusmuseum.ru/exhibitions/archive/georg-baselitz-how-it-began-paintings-and-drawings-of-the-last-two-decades/
407,Антонио Менегетти. Мастер радости,10 июня 2015,https://rusmuseum.ru/exhibitions/archive/antonio-meneghetti-master-joy/
408,Александр Агабеков,21 мая 2015,https://rusmuseum.ru/exhibitions/archive/alexander-agabekov/
409,Идет война народная. 1941-1945,23 апреля 2015,https://rusmuseum.ru/exhibitions/archive/the-national-war-1941-1945/
410,Александр Кондуров,16 апреля 2015,https://rusmuseum.ru/exhibitions/archive/alexander-kondurov/
411,н/д,н/д,https://rusmuseum.ru/exhibitions/archive/new-story-tellers-in-russian-art-of-xx-xxi-centuries/
412,Валерий Лукка. Между хаосом и фарсом. Продолжение,21 марта 2015,https://rusmuseum.ru/exhibitions/archive/valery-lukka-between-chaos-and-farce-continued/
413,Серов не портретист. К 150-летию со дня рождения,5 марта 2015,https://rusmuseum.ru/exhibitions/archive/serov-not-a-portraitist-to-mark-the-150th-anniversary-since-the-birth-of/
414,Александр Загоскин,4 марта 2015,https://rusmuseum.ru/exhibitions/archive/aleksandr-zagoskin/
415,Великий князь Павел Петрович,24 декабря 2014,https://rusmuseum.ru/exhibitions/archive/grand-duke-pavel-petrovich/
416,Эдуард Гудзенко,18 декабря 2014,https://rusmuseum.ru/exhibitions/archive/eduard-gudzenko/
417,Владимир Севостьянов,11 декабря 2014,https://rusmuseum.ru/exhibitions/archive/vladimir-sevostyanov/
418,Третья музейная фотобиеннале современной фотографии,10 декабря 2014,https://rusmuseum.ru/exhibitions/archive/the-third-museum-photobiennale-of-contemporary-photography/
419,Древлехранилище памятников иконописи и церковной старины в Русском музее,3 декабря 2014,https://rusmuseum.ru/exhibitions/archive/archive-of-monuments-of-iconography-and-church-antiquities-in-the-russian-museum/
420,Александр Самохвалов. 1894-1971,27 ноября 2014,https://rusmuseum.ru/exhibitions/archive/alexander-samokhvalov-1894-1971/
421,"Арт-центр Пушкинская, 10. Территория свободы",26 ноября 2014,https://rusmuseum.ru/exhibitions/archive/art-center-pushkinskaya-10-the-territory-of-freedom/
422,Дмитрий Шувалов. 1932-2013,5 ноября 2014,https://rusmuseum.ru/exhibitions/archive/dmitry-shuvalov-1932-2013/
423,Ричард Мейер. Коллажи,30 октября 2014,https://rusmuseum.ru/exhibitions/archive/richard-meyer-collages/
424,Григорий Угрюмов. 1764-1823,29 октября 2014,https://rusmuseum.ru/exhibitions/archive/grigory-ugryumov-1764-1823/
425,Расим Бабаев,29 октября 2014,https://rusmuseum.ru/exhibitions/archive/rasim-babayev/
426,Петербургское общество эпохи Романовых,16 октября 2014,https://rusmuseum.ru/exhibitions/archive/st-petersburg-society-during-the-romanov-era/
427,Фотопроект «Византийские маршруты Италии»,3 октября 2014,https://rusmuseum.ru/exhibitions/archive/photo-project-byzantine-routes-italy/
428,За гранью предметности в русском искусстве второй половины ХХ века,24 сентября 2014,https://rusmuseum.ru/exhibitions/archive/beyond-figurativism-in-the-russian-art-of-the-second-half-of-the-twentieth-century/
429,Андрей Ефимович Мартынов (1768-1826),22 сентября 2014,https://rusmuseum.ru/exhibitions/archive/andrey-yefimovich-martynov-1768-1826/
