Unnamed: 0,title,date,url
500,Кристиан Шютц,28 июня 2012,https://rusmuseum.ru/exhibitions/archive/christian-sch-tz/
501,"Эскиз, этюд, модель в скульптуре",21 июня 2012,https://rusmuseum.ru/exhibitions/archive/sketch-sketch-model-in-sculpture/
502,Максим Кантор,20 июня 2012,https://rusmuseum.ru/exhibitions/archive/maxim-kantor/
503,Говард Баффетт,7 июня 2012,https://rusmuseum.ru/exhibitions/archive/howard-buffett/
504,н/д,н/д,https://rusmuseum.ru/exhibitions/archive/mikhail-shvartsman-and-his-disciples/
505,Семья Сауки,17 мая 2012,https://rusmuseum.ru/exhibitions/archive/family-sauce/
506,н/д,н/д,https://rusmuseum.ru/exhibitions/archive/alexander-labas-1900-1983/
507,Михаил Нестеров,5 апреля 2012,https://rusmuseum.ru/exhibitions/archive/mikhail-nesterov1/
508,II Фотобиеннале современной фотографии,23 марта 2012,https://rusmuseum.ru/exhibitions/archive/ii-photobiennale-of-the-modern-photography/
509,Владимир Беклемишев (1861-1919). К 150-летию со дня рождения,22 марта 2012,https://rusmuseum.ru/exhibitions/archive/vladimir-beklemishev-1861-1919-to-mark-the-150th-anniversary-since-the-birth-of/
510,Знаменитый и неизвестный Карл Брюллов,16 марта 2012,https://rusmuseum.ru/exhibitions/archive/famous-and-unknown-karl-bryullov/
511,Вячеслав Михайлов,1 марта 2012,https://rusmuseum.ru/exhibitions/archive/vyacheslav-mikhailov-2012/
512,Соломон Россин,1 марта 2012,https://rusmuseum.ru/exhibitions/archive/solomon-rossin/
513,Николай Фешин (1881-1955),29 февраля 2012,https://rusmuseum.ru/exhibitions/archive/nicolai-fechin-1881-1955/
514,МИХАИЛ ШЕМЯКИН. ИЛЛЮСТРАЦИИ К СТИХАМ И ПЕСНЯМ ВЛАДИМИРА ВЫСОЦКОГО,9 февраля 2012,https://rusmuseum.ru/exhibitions/archive/mikhail-shemyakin-illustrations-to-the-poems-and-songs-of-vladimir-vysotsky/
515,Алексей Морозов,15 декабря 2011,https://rusmuseum.ru/exhibitions/archive/aleksey-morozov/
516,Праздники по-русски,8 декабря 2011,https://rusmuseum.ru/exhibitions/archive/holidays-in-russian/
517,Коллекции Михаила и Сергея Боткиных. Из серии «”Не корысти ради…” Коллекции и коллекционеры Русского музея»,1 декабря 2011,https://rusmuseum.ru/exhibitions/archive/collections-of-mikhail-and-sergei-botkin-from-the-series-not-for-personal-gain-collections-and-colle/
518,«От Москвы до самых до окраин…»,24 ноября 2011,https://rusmuseum.ru/exhibitions/archive/from-moscow-to-the-suburbs-/
519,н/д,н/д,https://rusmuseum.ru/exhibitions/archive/the-first-photobiennale-of-historical-and-archival-photography-from-museums-archives-and-libraries/
520,Женя Шеф. Слава нового века,16 ноября 2011,https://rusmuseum.ru/exhibitions/archive/eugene-chief-glory-of-new-century/
521,Здравствуйте - это мы!,28 октября 2011,https://rusmuseum.ru/exhibitions/archive/hello-that-s-us/
522,ГУСЕЙН АЛИЕВ.1911-1991,27 октября 2011,https://rusmuseum.ru/exhibitions/archive/huseyn-aliyev-1911-1991/
523,Святая Русь,27 октября 2011,https://rusmuseum.ru/exhibitions/archive/holy-russia/
524,Россия для всех. Проект Виктора Бондаренко и Дмитрия Гутова,29 сентября 2011,https://rusmuseum.ru/exhibitions/archive/russia-for-all-project-by-victor-bondarenko-and-dmitry-gutov/
525,Движение. Форма. Танец,8 сентября 2011,https://rusmuseum.ru/exhibitions/archive/movement-form-dance/
526,Монотипия. Из собрания Русского музея,24 августа 2011,https://rusmuseum.ru/exhibitions/archive/monotype-from-the-collection-of-the-russian-museum/
527,Григорий Дембовский. Охота на волка,11 августа 2011,https://rusmuseum.ru/exhibitions/archive/gregory-dembowski-wolf-hunting/
528,Константин Коровин. 1861-1939,10 августа 2011,https://rusmuseum.ru/exhibitions/archive/konstantin-korovin-1861-1939/
529,н/д,н/д,https://rusmuseum.ru/exhibitions/archive/the-outstanding-collectors-of-folk-art-from-the-series-not-for-personal-gain-collection-and-collecto/
530,Ана Царев. Жизнь цветов,14 июля 2011,https://rusmuseum.ru/exhibitions/archive/ana-tsarev-the-life-of-flowers/
531,След метеора. Искусство народов севера 1920-1930,13 июля 2011,https://rusmuseum.ru/exhibitions/archive/a-trace-of-a-meteor-the-art-of-the-peoples-of-the-north-1920-1930/
532,Виктор Сафонкин,16 июня 2011,https://rusmuseum.ru/exhibitions/archive/victor-safonkin/
533,Нельсон Шэнкс (США),2 июня 2011,https://rusmuseum.ru/exhibitions/archive/nelson-shanks-usa/
534,УВИДЕННОЕ. БИРГИТ ФРЕЙБИ БЕЙТМАН (Канада),1 июня 2011,https://rusmuseum.ru/exhibitions/archive/seen-birgit-freybe-bateman-canada/
535,Неофициальная встреча. Из коллекции Н. Брыкиной (Швейцария),19 мая 2011,https://rusmuseum.ru/exhibitions/archive/the-informal-meeting-from-the-collection-of-n-brykina-switzerland/
536,Врата и двери,28 апреля 2011,https://rusmuseum.ru/exhibitions/archive/gates-and-doors/
537,Борис Григорьев,21 апреля 2011,https://rusmuseum.ru/exhibitions/archive/boris-grigoriev/
538,ИТАЛЬЯНСКИЙ ПЕЙЗАЖ В ФОТОГРАФИЯХ 1950 - 2000-х ГОДОВ,31 марта 2011,https://rusmuseum.ru/exhibitions/archive/italian-landscape-in-photography-1950-2000-ies/
539,Дмитрий Беляев. 1921-2008,30 марта 2011,https://rusmuseum.ru/exhibitions/archive/dmitry-belyaev-1921-2008/
540,Александр Тихомиров. Живопись. Графика,24 марта 2011,https://rusmuseum.ru/exhibitions/archive/alexander-tikhomirov-painting-drawing/
541,"Ольга Николаевна Веселова, Николай Александрович Гущин – выдающиеся мастера современной Хохломы",23 марта 2011,https://rusmuseum.ru/exhibitions/archive/olga-veselov-nikolai-aleksandrovich-gushchin-outstanding-masters-of-modern-khokhloma/
542,Алхимия Бытия Рафа Фортеса,24 февраля 2011,https://rusmuseum.ru/exhibitions/archive/alchemy-of-being-rafa-fortes/
543,н/д,н/д,https://rusmuseum.ru/exhibitions/archive/grigory-gagarin/
544,ОЛЕГ КАПЛИН. Призеры I Фотобиеннале Русского музея,9 декабря 2010,https://rusmuseum.ru/exhibitions/archive/oleg-kaplin-the-winners-of-the-first-photobiennale-of-the-russian-museum/
545,Избранники Клио. Герои и злодеи русской истории,8 декабря 2010,https://rusmuseum.ru/exhibitions/archive/chosen-by-clio-heroes-and-villains-of-russian-history/
546,н/д,н/д,https://rusmuseum.ru/exhibitions/archive/holy-russian-land/
547,Первый аукцион антиквариата и предметов искусства. Избранные лоты,25 ноября 2010,https://rusmuseum.ru/exhibitions/archive/the-first-auction-of-antiques-and-objects-of-art-selected-items/
548,н/д,н/д,https://rusmuseum.ru/exhibitions/archive/exhibition-installation-expedition/
549,н/д,н/д,https://rusmuseum.ru/exhibitions/archive/porcelain-factory-prince-nikolai-yusupov/
550,Победа,3 ноября 2010,https://rusmuseum.ru/exhibitions/archive/win/
551,н/д,н/д,https://rusmuseum.ru/exhibitions/archive/tatiana-zubkova-the-winners-of-the-first-photobiennale-of-the-russian-museum/
552,Иконы 1960-1980-х,28 октября 2010,https://rusmuseum.ru/exhibitions/archive/icons-of-the-1960-1980s/
553,АНДРЕЙ ШАПРАН. Призеры I Фотобиеннале Русского музея,7 октября 2010,https://rusmuseum.ru/exhibitions/archive/andrey-shapran-the-winners-of-the-first-photobiennale-of-the-russian-museum/
554,Божественный ветер. Танатос Банионис,4 сентября 2010,https://rusmuseum.ru/exhibitions/archive/divine-wind-thanatos-banionis/
555,Красота по-японски,2 сентября 2010,https://rusmuseum.ru/exhibitions/archive/japanese-beauty/
556,История любви Ли Кванг-Ха (Южная Корея),1 сентября 2010,https://rusmuseum.ru/exhibitions/archive/the-love-story-of-lee-kwang-ha-south-korea/
557,Из Русской жизни XVIII - начала XX века,26 августа 2010,https://rusmuseum.ru/exhibitions/archive/from-russian-life-of-the-xviii-early-xx-century/
558,«Смолянки» Дмитрия Левицкого. К 275-летию со дня рождения художника,19 августа 2010,https://rusmuseum.ru/exhibitions/archive/steady-go-dmitry-levitsky-to-275-th-anniversary-of-the-birth-of-the-artist/
559,Небо в искусстве,12 августа 2010,https://rusmuseum.ru/exhibitions/archive/the-sky-in-art/
560,Гимн труду. Советское искусство из собрания Русского музея,5 августа 2010,https://rusmuseum.ru/exhibitions/archive/the-hymn-of-labor-soviet-art-from-the-collection-of-the-russian-museum/
561,Эрик Петерс. Световые игры,8 июля 2010,https://rusmuseum.ru/exhibitions/archive/eric-peters-light-games/
562,Рекламный плакат в России. 1900-1920-е годы,7 июля 2010,https://rusmuseum.ru/exhibitions/archive/advertising-posters-in-russia-1900-1920-ies2/
563,ЛАДО ГУДИАШВИЛИ. ПАРИЖСКИЕ ГОДЫ. 1920-1925,1 июля 2010,https://rusmuseum.ru/exhibitions/archive/lado-gudiashvili-the-paris-years-1920-1925/
564,Лиза Михайлова,24 июня 2010,https://rusmuseum.ru/exhibitions/archive/lisa-mikhailova/
565,Лучано Вентроне,17 июня 2010,https://rusmuseum.ru/exhibitions/archive/luciano-ventron/
566,АНДРЕЙ ВОРОНИХИН. К 250-летию со дня рождения,16 июня 2010,https://rusmuseum.ru/exhibitions/archive/andrey-voronikhin-the-250th-anniversary-since-the-birth-of/
567,Цветы в картинах,9 июня 2010,https://rusmuseum.ru/exhibitions/archive/the-flowers-in-the-pictures/
568,Версальские грезы А. Н. Бенуа,9 июня 2010,https://rusmuseum.ru/exhibitions/archive/versailles-dreams-a-n-benoit/
569,Михаил Одноралов,20 мая 2010,https://rusmuseum.ru/exhibitions/archive/michael-odnoralov/
570,День Победы! К 65-летию Победы в Великой Отечественной войне,29 апреля 2010,https://rusmuseum.ru/exhibitions/archive/victory-day-to-the-65-anniversary-of-the-victory-in-the-great-patriotic-war/
571,НИКОЛАЙ СМИРНОВ. ВЕЧНОЕ ВОЗВРАЩЕНИЕ,22 апреля 2010,https://rusmuseum.ru/exhibitions/archive/nikolay-smirnov-eternal-return/
572,Исаак Левитан (1860-1900). К 150-летию со дня рождения,15 апреля 2010,https://rusmuseum.ru/exhibitions/archive/isaac-levitan-1860-1900-to-mark-the-150th-anniversary-since-the-birth-of/
573,Петр Кончаловский. К эволюции русского авангарда,28 марта 2010,https://rusmuseum.ru/exhibitions/archive/petr-konchalovsky-to-evolution-of-russian-avant-garde/
574,Мария Диллон,18 марта 2010,https://rusmuseum.ru/exhibitions/archive/mary-dillon/
575,Виктор Калинин,4 марта 2010,https://rusmuseum.ru/exhibitions/archive/victor-kalinin/
576,Удар кисти. «Новые художники» и некрореалисты,25 февраля 2010,https://rusmuseum.ru/exhibitions/archive/the-stroke-of-the-brush-new-artists-and-necrorealists/
577,ДЖОЗЕФ БАЙЕРЛИ. ГЕРОЙ ДВУХ НАЦИЙ,18 февраля 2010,https://rusmuseum.ru/exhibitions/archive/joseph-beyrle-hero-of-two-nations/
578,СЕМЕЙНЫЙ ДАР. ИЯ ВЕНКОВА. НИКОЛАЙ КОЧУКОВ,4 февраля 2010,https://rusmuseum.ru/exhibitions/archive/the-gift-of-family-oia-venkov-nikolay-kochukov/
579,Пастель в России,17 декабря 2009,https://rusmuseum.ru/exhibitions/archive/pastel-in-the-russian/
580,С. Е. ЯКОВЛЕВА (1910 - 1993). ФАРФОР,3 декабря 2009,https://rusmuseum.ru/exhibitions/archive/e-s-yakovleva-1910-1993-porcelain/
581,Фотобиеннале,26 ноября 2009,https://rusmuseum.ru/exhibitions/archive/biennale/
582,Вера Мухина. 1889-1953,19 ноября 2009,https://rusmuseum.ru/exhibitions/archive/vera-mukhina/
583,СОВРЕМЕННОЕ ИСКУССТВО ИНДИИ. ЖИВОПИСНЫЕ ТРАЕКТОРИИ,18 ноября 2009,https://rusmuseum.ru/exhibitions/archive/indian-contemporary-art-a-picturesque-path/
584,Владимир Титов,28 октября 2009,https://rusmuseum.ru/exhibitions/archive/vladimir-titov/
585,Дягилев. Начало,15 октября 2009,https://rusmuseum.ru/exhibitions/archive/diaghilev-start/
586,Евгений Абезгауз,14 октября 2009,https://rusmuseum.ru/exhibitions/archive/eugene-abezgauz/
587,Роберт Бейтман. Канада,8 октября 2009,https://rusmuseum.ru/exhibitions/archive/robert-bateman-canada/
588,Вокруг света с мольбертом,7 октября 2009,https://rusmuseum.ru/exhibitions/archive/around-the-world-with-easels/
589,ВАЛЕНТИН САМАРИН,17 сентября 2009,https://rusmuseum.ru/exhibitions/archive/valentin-samarin/
590,Леонид Ламм. От утопии к виртуальности,10 сентября 2009,https://rusmuseum.ru/exhibitions/archive/leonid-lamm-from-utopia-to-virtuality/
591,н/д,н/д,https://rusmuseum.ru/exhibitions/archive/zorikto-dorji-steppe-history/
592,Владимир Волков. Живопись. Графика. Скульптура,23 июля 2009,https://rusmuseum.ru/exhibitions/archive/vladimir-volkov-painting-drawing-sculpture/
593,Андрей Рябушкин (1861-1904),16 июля 2009,https://rusmuseum.ru/exhibitions/archive/andrei-ryabushkin-1861-1904/
594,Мастерская Зураба Церетели,8 июля 2009,https://rusmuseum.ru/exhibitions/archive/studio-of-zurab-tsereteli/
595,Александра Щекатихина-Потоцкая (1892-1967),2 июля 2009,https://rusmuseum.ru/exhibitions/archive/alexandra-schekatihina-pototskaya-1892-1967/
596,А-Сунь У,1 июля 2009,https://rusmuseum.ru/exhibitions/archive/a-sun-wu/
597,Вильям Бруй,25 июня 2009,https://rusmuseum.ru/exhibitions/archive/william-brui/
598,КОМПОЗИЦИИ С ПИВОМ,18 июня 2009,https://rusmuseum.ru/exhibitions/archive/songs-with-beer/
599,Искусство про искусство,21 мая 2009,https://rusmuseum.ru/exhibitions/archive/art-about-art/
600,"Картина, Стиль, Мода",23 апреля 2009,https://rusmuseum.ru/exhibitions/archive/painting-style-fashion/
601,Арон Бух,22 апреля 2009,https://rusmuseum.ru/exhibitions/archive/aron-buch/
602,К 200-летию со дня рождения Н.В. Гоголя,1 апреля 2009,https://rusmuseum.ru/exhibitions/archive/to-the-200-anniversary-from-the-birthday-n-in-gogol/
603,Владимир Боровиковский. Религиозная живопись,26 марта 2009,https://rusmuseum.ru/exhibitions/archive/vladimir-borovikovsky-religious-painting/
604,МИХАИЛ БАРЫШНИКОВ. MERCE MY WAY,25 марта 2009,https://rusmuseum.ru/exhibitions/archive/mikhail-baryshnikov-merce-my-way/
605,н/д,н/д,https://rusmuseum.ru/exhibitions/archive/fedor-tolstoy-1783-1873/
606,Вадим Григорьев-Башун,18 марта 2009,https://rusmuseum.ru/exhibitions/archive/vadim-grigoriev-bashun/
607,Иван Прокофьев. 1758 – 1828,26 февраля 2009,https://rusmuseum.ru/exhibitions/archive/ivan-prokofiev-1758-1828/
608,Художник Аннамухамед Зарипов и его коллекция,25 февраля 2009,https://rusmuseum.ru/exhibitions/archive/artist-annamukhamed-zaripov-and-his-collection/
609,Американские художники из Российской империи,19 февраля 2009,https://rusmuseum.ru/exhibitions/archive/american-artists-from-russian-empire/
610,Александр Манусов,16 февраля 2009,https://rusmuseum.ru/exhibitions/archive/alexander-manusov/
611,Мстислав Добужинский. Старая Литва,16 февраля 2009,https://rusmuseum.ru/exhibitions/archive/mstislav-dobuzhinsky-old-lithuania/
612,Образы и символы старой веры,24 декабря 2008,https://rusmuseum.ru/exhibitions/archive/images-and-symbols-of-the-old-faith/
613,Художники Маковские,18 декабря 2008,https://rusmuseum.ru/exhibitions/archive/artists-makowski/
614,Вигго Валленщельд. Невидимое,18 декабря 2008,https://rusmuseum.ru/exhibitions/archive/viggo-wallendal-invisible/
615,ИЗДАНИЯ ОБЩИНЫ СВЯТОЙ ЕВГЕНИИ,11 декабря 2008,https://rusmuseum.ru/exhibitions/archive/publication-of-the-community-of-saint-eugenia/
616,Борис Королев,4 декабря 2008,https://rusmuseum.ru/exhibitions/archive/boris-korolev/
617,Александр Токарев. Человек-оркестр,19 ноября 2008,https://rusmuseum.ru/exhibitions/archive/alexander-tokarev-one-man-band/
618,Шаг к бронзе частных коллекционеров,14 ноября 2008,https://rusmuseum.ru/exhibitions/archive/step-to-bronze-private-collectors/
619,Из коллекции Г.М.Левитина. 1914-1982,30 октября 2008,https://rusmuseum.ru/exhibitions/archive/from-the-collection-of-g-m-levitin/
620,Михаил Матвеевич Шварцман. Графика,29 октября 2008,https://rusmuseum.ru/exhibitions/archive/mikhail-shvartsman-graphics/
621,Неоклассицизм в России,23 октября 2008,https://rusmuseum.ru/exhibitions/archive/neoclassicism-in-russia/
622,Манфред Хебенштрайт,16 октября 2008,https://rusmuseum.ru/exhibitions/archive/manfred-hebenstreit/
623,Рисунок и акварель. ХХ век,15 октября 2008,https://rusmuseum.ru/exhibitions/archive/drawing-and-watercolor-xx-century/
624,Коллекция копий древних мозаик Равенны,24 сентября 2008,https://rusmuseum.ru/exhibitions/archive/collection-of-copies-of-ancient-mosaics-of-ravenna/
625,Тимуру посвящается,24 сентября 2008,https://rusmuseum.ru/exhibitions/archive/timur-is-dedicated-to/
626,Сибирский миф. Голоса территорий,11 сентября 2008,https://rusmuseum.ru/exhibitions/archive/siberian-myth-voices-of-territories/
627,Власть воды,14 августа 2008,https://rusmuseum.ru/exhibitions/archive/the-power-of-water/
628,БОГОРОДСКАЯ ИГРУШКА И СКУЛЬПТУРА,13 августа 2008,https://rusmuseum.ru/exhibitions/archive/bogorodskaya-toy-and-sculpture/
629,Произведения Николая Михайловича Суетина,7 августа 2008,https://rusmuseum.ru/exhibitions/archive/works-of-nikolai-mikhailovich-suetin/
630,н/д,н/д,https://rusmuseum.ru/exhibitions/archive/works-of-vera-mikhailovna-ermolaeva/
631,Сергей Борисов. Интуиция пространства: скульптура,17 июля 2008,https://rusmuseum.ru/exhibitions/archive/sergey-borisov-intuition-of-space-sculpture/
632,Маноло Вальдес,17 июля 2008,https://rusmuseum.ru/exhibitions/archive/manolo-valdes/
633,Виктор Тихомиров. Энергичная лирика,26 июня 2008,https://rusmuseum.ru/exhibitions/archive/victor-tikhomirov-energetic-lyrics/
634,Фарфор частных заводов Петербурга,25 июня 2008,https://rusmuseum.ru/exhibitions/archive/porcelain-private-factories-of-st-petersburg/
635,Юрий Злотников,19 июня 2008,https://rusmuseum.ru/exhibitions/archive/yuri-zlotnikov/
636,н/д,н/д,https://rusmuseum.ru/exhibitions/archive/from-watteau-to-monet/
637,Выставка произведений академика С.Н. Ковалева,29 мая 2008,https://rusmuseum.ru/exhibitions/archive/exhibition-of-works-by-academician-s-n-kovalev/
638,АЛЕКСАНДР БОГОМАЗОВ,22 мая 2008,https://rusmuseum.ru/exhibitions/archive/alexander-bogomazov/
639,Павел Никонов,25 апреля 2008,https://rusmuseum.ru/exhibitions/archive/pavel-nikonov/
640,Иван Шишкин. Из собраний Русского музея и Третьяковской галереи,24 апреля 2008,https://rusmuseum.ru/exhibitions/archive/ivan-shishkin-from-the-collections-of-the-russian-museum-and-the-tretyakov-gallery/
641,Собрание княгини М.К. Тенишевой. К 110-летию Русского музея,23 апреля 2008,https://rusmuseum.ru/exhibitions/archive/collection-of-princess-m-k-tenisheva-to-the-110th-anniversary-of-the-russian-museum/
642,Дмитрий Шорин,17 апреля 2008,https://rusmuseum.ru/exhibitions/archive/dmitry-shorin/
643,Юрий Хржановский,10 апреля 2008,https://rusmuseum.ru/exhibitions/archive/yuri-khrzhanovsky/
644,Борис Иванович Шаманов. 1931-2008,10 апреля 2008,https://rusmuseum.ru/exhibitions/archive/boris-ivanovich-shamanov-1931-2008/
645,Александр Тимофеев. Тайная комната,28 февраля 2008,https://rusmuseum.ru/exhibitions/archive/alexander-timofeev-secret-room/
646,"АНДРЕЙ МАКАРЕВИЧ, АНДРЕЙ БЕЛЛЕ. АНАТОМИЯ ПАМЯТИ",21 февраля 2008,https://rusmuseum.ru/exhibitions/archive/andrey-makarevich-andrey-belle-the-anatomy-of-memory/
647,Время собирать,14 февраля 2008,https://rusmuseum.ru/exhibitions/archive/the-time-to-collect/
648,Иван Тарасюк,7 февраля 2008,https://rusmuseum.ru/exhibitions/archive/ivan-tarasyuk/
649,Аркадий Петров,6 февраля 2008,https://rusmuseum.ru/exhibitions/archive/arkady-petrov/
650,Владимир Жуков,24 января 2008,https://rusmuseum.ru/exhibitions/archive/vladimir-zhukov/
651,Виктор Данилов,27 декабря 2007,https://rusmuseum.ru/exhibitions/archive/victor-danilov/
652,Архип Куинджи. Из собрания Русского Музея,26 декабря 2007,https://rusmuseum.ru/exhibitions/archive/arkhip-kuindzhi-from-the-collection-of-the-russian-museum/
653,Великая княгиня Елена Павловна,20 декабря 2007,https://rusmuseum.ru/exhibitions/archive/grand-duchess-elena-pavlovna/
654,Владимир Баранов-Россине,19 декабря 2007,https://rusmuseum.ru/exhibitions/archive/vladimir-baranov-rossin/
655,ЛЕНИНГРАДСКИЙ ФОТОАНДЕГРАУНД,29 ноября 2007,https://rusmuseum.ru/exhibitions/archive/leningrad-photo-underground/
656,Михаил Натаревич. К 100-летию со дня рождения художника,29 ноября 2007,https://rusmuseum.ru/exhibitions/archive/michael-natarevich-to-the-100-anniversary-since-the-birth-of-the-artist/
657,Венера Советская,1 ноября 2007,https://rusmuseum.ru/exhibitions/archive/soviet-venus/
658,Илана Равив,31 октября 2007,https://rusmuseum.ru/exhibitions/archive/ilana-raviv/
659,Юрий Грецкий. Ирина Грецкая. Живопись. Графика. Объект,11 октября 2007,https://rusmuseum.ru/exhibitions/archive/yuri-walnut-irina-walnut-painting-graphics-object/
660,Зинаида Серебрякова. Обнаженные,11 октября 2007,https://rusmuseum.ru/exhibitions/archive/zinaida-serebryakova-nude/
661,Эдуард Кочергин. Сценография,27 сентября 2007,https://rusmuseum.ru/exhibitions/archive/eduard-kochergin-scenography/
662,Михаил Козловский,27 сентября 2007,https://rusmuseum.ru/exhibitions/archive/mikhail-kozlovskiy/
663,Августейшая художница. К 125-летию со дня рождения Великой Княгини Ольги Александровны,20 сентября 2007,https://rusmuseum.ru/exhibitions/archive/majestic-artist-to-the-125th-anniversary-since-the-birth-of-grand-duchess-olga-alexandrovna/
664,Православ Совак,20 сентября 2007,https://rusmuseum.ru/exhibitions/archive/the-orthodox-sov-k/
665,Открытое китайское искусство,3 сентября 2007,https://rusmuseum.ru/exhibitions/archive/open-chinese-art/
666,МИХАИЛ ХАЗИН,30 августа 2007,https://rusmuseum.ru/exhibitions/archive/mikhail-khazin/
667,н/д,н/д,https://rusmuseum.ru/exhibitions/archive/nature-is-a-great-artist/
668,Шимон Окштейн. Разговор с объектом,26 июля 2007,https://rusmuseum.ru/exhibitions/archive/shimon-okshteyn-a-conversation-with-the-object/
669,н/д,н/д,https://rusmuseum.ru/exhibitions/archive/two-centuries-of-the-russian-lithography/
670,Владимир Янкилевский. Мгновение вечности,12 июля 2007,https://rusmuseum.ru/exhibitions/archive/vladimir-yankilevsky-moment-of-eternity/
671,Анатолий Каплан,6 июля 2007,https://rusmuseum.ru/exhibitions/archive/anatoly-kaplan/
672,н/д,н/д,https://rusmuseum.ru/exhibitions/archive/the-society-circle-of-artists/
673,Приключения «Черного квадрата» К.Малевича,28 июня 2007,https://rusmuseum.ru/exhibitions/archive/the-adventures-of-black-square-of-malevich/
674,н/д,н/д,https://rusmuseum.ru/exhibitions/archive/alexander-andreevich-ivanov-1806-1858/
675,н/д,н/д,https://rusmuseum.ru/exhibitions/archive/kirill-gushchin/
676,Когда Филипп встретил Изабеллу. Шляпы Филиппа Трейси для Изабеллы Блоу,31 мая 2007,https://rusmuseum.ru/exhibitions/archive/when-philip-met-isabella-hat-philip-treacy-for-isabella-blow/
677,ИСКУССТВО ЖОСТОВА,31 мая 2007,https://rusmuseum.ru/exhibitions/archive/art-jostova/
678,АЕС+Ф,25 мая 2007,https://rusmuseum.ru/exhibitions/archive/aes-f/
679,Альбом на память,24 мая 2007,https://rusmuseum.ru/exhibitions/archive/album-for-memory/
680,Выставка к 250-летию Академии художеств,18 мая 2007,https://rusmuseum.ru/exhibitions/archive/exhibition-dedicated-to-250-anniversary-of-academy-of-fine-arts/
681,Александр Волков. Живопись и графика. Из цикла Юбилеи-2007,17 мая 2007,https://rusmuseum.ru/exhibitions/archive/alexander-volkov-paintings-and-drawings-from-the-series-jubilees-2007/
682,Картины о жизни в XIX веке,26 апреля 2007,https://rusmuseum.ru/exhibitions/archive/paintings-about-life-in-the-nineteenth-century/
683,Пьер и Жиль,19 апреля 2007,https://rusmuseum.ru/exhibitions/archive/pierre-and-gilles/
684,ЯДРАН ШЕТЛИК. ЛИЦА ДВУХ СТОЛИЦ,5 апреля 2007,https://rusmuseum.ru/exhibitions/archive/the-jadran-setlik-faces-of-two-capitals/
685,Мэт Лэмб,5 апреля 2007,https://rusmuseum.ru/exhibitions/archive/matt-lamb/
686,Мария Харламова. Из цикла «Юбилеи-2007»,22 марта 2007,https://rusmuseum.ru/exhibitions/archive/maria-kharlamova-from-the-jubilees-2007/
687,Архитектура: ad marginem,12 марта 2007,https://rusmuseum.ru/exhibitions/archive/architecture-ad-marginem/
688,Эммануил Евзерихин,1 марта 2007,https://rusmuseum.ru/exhibitions/archive/emmanuel-yevzerikhin/
689,н/д,н/д,https://rusmuseum.ru/exhibitions/archive/three-centuries-of-russian-drawing-figure-second-half-of-the-xix-century/
690,НИКОЛАЙ ИОНИН,21 февраля 2007,https://rusmuseum.ru/exhibitions/archive/nicholas-jonas/
691,Народное искусство Каргополья в собрании Русского музея,15 февраля 2007,https://rusmuseum.ru/exhibitions/archive/folk-art-of-kargopol-in-the-collection-of-the-russian-museum/
692,"Искусство-ноша на плечах. Проект. Юбилейная выставка, посвященная 12-летию Санкт-Петербургской Академии Современного искусства бессмертных",8 февраля 2007,https://rusmuseum.ru/exhibitions/archive/art-is-a-burden-on-his-shoulders-project-the-anniversary-exhibition-dedicated-to-the-12th-anniversar/
693,Штефан Шпихер,1 февраля 2007,https://rusmuseum.ru/exhibitions/archive/stephan-stephan-spicher/
694,Оттепель. 15-летию галереи Марата Гельмана,25 января 2007,https://rusmuseum.ru/exhibitions/archive/thaw-15-years-of-the-marat-gelman-gallery/
695,н/д,н/д,https://rusmuseum.ru/exhibitions/archive/the-seasons-of-the-year-a-landscape-in-russia-xix-xx-centuries/
696,Сергей Лобанов,20 декабря 2006,https://rusmuseum.ru/exhibitions/archive/sergey-lobanov/
697,Гербарий любви. Посвящается 300-летию со дня рождения Карла фон Линнея,15 декабря 2006,https://rusmuseum.ru/exhibitions/archive/herbarium-love-dedicated-to-the-300th-anniversary-since-the-birth-of-carl-von-linn/
698,Михаил Врубель,7 декабря 2006,https://rusmuseum.ru/exhibitions/archive/mikhail-vrubel/
699,Николай Иванович Андронов и Наталья Алексеевна Егоршина,30 ноября 2006,https://rusmuseum.ru/exhibitions/archive/nikolai-ivanovich-andronov-and-natalia-alekseevna-egorshina/
700,Лев Семенович Ланец. Из цикла «Юбилеи»,23 ноября 2006,https://rusmuseum.ru/exhibitions/archive/lev-semenovich-luntz-from-the-series-anniversaries/
701,Татьяна Назаренко,16 ноября 2006,https://rusmuseum.ru/exhibitions/archive/tatiana-nazarenko/
702,Герман Егошин. Живопись из собрания Русского музея и мастерской художника,2 ноября 2006,https://rusmuseum.ru/exhibitions/archive/herman-egoshin-paintings-from-the-russian-museum-collection-and-artist-s-studio/
703,Ладислас Кийно,26 октября 2006,https://rusmuseum.ru/exhibitions/archive/ladislas-kijno/
704,Андрей Ланской (1902-1976). Живопись и графика из частных собраний,25 октября 2006,https://rusmuseum.ru/exhibitions/archive/andrey-lanskoy-1902-1976-paintings-and-drawings-from-private-collections/
705,Петр Павлович Оссовский. Из цикла «Юбилеи»,19 октября 2006,https://rusmuseum.ru/exhibitions/archive/peter-pavlovich-ossovsky-from-the-series-anniversaries/
